UF;MUNICÍPIO;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFAFORMA;CICLOMOTOR;MICRO-ÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;ANO
AC;ACRELANDIA;292;60;0;28;1;9;36;0;0;0;137;12;5;0;2;2;0;0;0;0;0;0;2002
AC;ASSIS BRASIL;71;22;0;6;0;0;9;0;0;0;25;9;0;0;0;0;0;0;0;0;0;0;2002
AC;BRASILEIA;944;211;0;57;1;17;90;0;0;0;358;198;3;0;2;7;0;0;0;0;0;0;2002
AC;BUJARI;74;18;0;14;1;2;8;0;0;2;22;5;0;0;0;2;0;0;0;0;0;0;2002
AC;CAPIXABA;73;23;0;5;0;4;11;0;0;0;21;6;2;0;1;0;0;0;0;0;0;0;2002
AC;CRUZEIRO DO SUL;4260;1127;0;185;0;131;456;1;0;12;1839;494;14;0;1;0;0;0;0;0;0;0;2002
AC;EPITACIOLANDIA;461;111;0;30;0;9;43;0;0;0;182;81;4;0;0;1;0;0;0;0;0;0;2002
AC;FEIJO;336;29;0;16;0;14;22;0;0;0;186;69;0;0;0;0;0;0;0;0;0;0;2002
AC;MANCIO LIMA;267;33;0;7;0;7;22;0;0;0;176;19;3;0;0;0;0;0;0;0;0;0;2002
AC;MANOEL URBANO;28;6;0;3;0;2;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;2002
AC;PLACIDO DE CASTRO;341;122;0;29;1;6;46;0;0;2;109;25;1;0;0;0;0;0;0;0;0;0;2002
AC;PORTO ACRE;98;21;0;13;0;7;22;0;0;1;33;1;0;0;0;0;0;0;0;0;0;0;2002
AC;RIO BRANCO;43312;19300;0;2345;188;1935;4919;10;5;73;10799;2626;332;0;510;259;2;4;0;1;0;4;2002
AC;SENA MADUREIRA;718;187;0;29;0;51;70;0;0;1;235;144;1;0;0;0;0;0;0;0;0;0;2002
AC;SENADOR GUIOMARD;637;230;0;64;1;20;94;0;0;0;153;68;1;0;4;2;0;0;0;0;0;0;2002
AC;TARAUACA;542;44;0;15;0;5;25;0;0;0;292;161;0;0;0;0;0;0;0;0;0;0;2002
AC;XAPURI;346;100;0;12;0;9;33;1;0;0;160;30;0;0;1;0;0;0;0;0;0;0;2002
AL;ARAPIRACA;25175;8604;0;1689;143;558;2689;0;0;230;8231;2446;212;0;198;159;7;3;0;0;2;4;2002
AL;ATALAIA;3492;1754;0;420;15;63;483;1;0;91;438;34;80;0;62;50;0;0;0;0;0;1;2002
AL;BOCA DA MATA;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2002
AL;CAJUEIRO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2002
AL;CAMPO GRANDE;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2002
AL;CORURIPE;3340;1055;0;281;22;133;272;0;0;39;907;118;130;0;253;129;0;0;0;0;0;1;2002
AL;DELMIRO GOUVEIA;7374;2724;0;395;31;256;1095;1;0;130;2541;112;24;0;18;47;0;0;0;0;0;0;2002
AL;GIRAU DO PONCIANO;2701;648;0;147;0;49;340;0;0;27;1352;102;28;0;6;0;1;1;0;0;0;0;2002
AL;MACEIO;117251;83201;0;3902;488;4121;8737;54;16;470;11006;763;1340;1;2258;804;12;17;0;2;1;58;2002
AL;MATRIZ DE CAMARAGIBE;4971;2071;0;640;7;114;921;1;0;159;611;25;109;0;272;41;0;0;0;0;0;0;2002
AL;PALMEIRA DOS INDIOS;8577;3422;0;493;7;211;1030;0;0;141;2846;238;81;0;78;23;5;1;0;0;0;1;2002
AL;PENEDO;6599;2767;0;468;22;191;565;0;0;60;1917;243;147;0;155;62;0;2;0;0;0;0;2002
AL;PORTO DE PEDRAS;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2002
AL;QUEBRANGULO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2002
AL;SANTANA DO IPANEMA;7979;2428;0;593;10;158;931;0;0;75;3469;215;46;0;37;16;1;0;0;0;0;0;2002
AL;SAO MIGUEL DOS CAMPOS;6033;2502;0;781;77;153;540;0;0;119;968;32;198;0;328;335;0;0;0;0;0;0;2002
AL;TRAIPU;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2002
AL;UNIAO DOS PALMARES;5280;2277;0;618;25;100;659;0;0;96;1264;52;77;0;91;19;0;1;0;0;0;1;2002
AL;VICOSA;1997;831;0;191;2;54;219;0;0;36;550;25;30;0;58;1;0;0;0;0;0;0;2002
