UF;MUNICÍPIO;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFAFORMA;CICLOMOTOR;MICRO-ÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;ANO
AC;ACRELANDIA;1158;220;0;69;4;79;49;0;0;1;638;75;11;0;7;4;1;0;0;0;0;0;2006
AC;ASSIS BRASIL;249;60;0;11;0;10;18;0;0;0;111;37;1;0;1;0;0;0;0;0;0;0;2006
AC;BRASILEIA;1899;479;0;100;13;116;94;0;0;0;695;365;3;0;9;25;0;0;0;0;0;0;2006
AC;BUJARI;320;103;0;37;0;31;18;0;0;3;114;8;2;0;3;1;0;0;0;0;0;0;2006
AC;CAPIXABA;271;84;0;23;0;24;17;0;0;1;95;19;3;0;3;2;0;0;0;0;0;0;2006
AC;CRUZEIRO DO SUL;7751;1844;0;273;1;480;433;1;0;23;3550;1111;22;0;3;0;0;0;0;0;0;10;2006
AC;EPITACIOLANDIA;1315;361;0;85;2;85;82;0;0;1;464;216;7;0;5;7;0;0;0;0;0;0;2006
AC;FEIJO;655;87;0;31;0;57;27;0;0;1;342;109;0;0;0;0;0;0;0;0;0;1;2006
AC;MANCIO LIMA;588;69;0;23;2;29;25;0;0;1;375;59;4;0;0;0;0;0;0;0;0;1;2006
AC;MANOEL URBANO;88;6;0;5;0;9;3;0;0;0;55;10;0;0;0;0;0;0;0;0;0;0;2006
AC;PLACIDO DE CASTRO;922;282;0;56;0;69;51;0;0;1;365;92;1;0;3;1;1;0;0;0;0;0;2006
AC;PORTO ACRE;571;125;0;55;2;39;47;0;0;3;248;28;15;0;2;6;0;0;0;0;0;1;2006
AC;RIO BRANCO;62292;26279;0;2602;216;5161;3582;10;10;86;18638;4150;362;0;742;324;36;2;0;1;2;89;2006
AC;RODRIGUES ALVES;9;1;0;2;0;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2006
AC;SANTA ROSA;15;3;0;0;0;1;1;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;2006
AC;SENA MADUREIRA;1389;297;0;49;1;138;86;0;0;1;550;265;1;0;0;0;0;0;0;0;0;1;2006
AC;SENADOR GUIOMARD;1376;454;0;140;7;138;94;0;0;0;403;104;7;0;17;12;0;0;0;0;0;0;2006
AC;TARAUACA;1114;86;0;40;0;61;25;0;0;0;605;295;0;0;0;0;0;0;0;0;1;1;2006
AC;XAPURI;776;225;0;26;0;55;32;1;0;0;364;66;0;0;6;0;1;0;0;0;0;0;2006
AL;AGUA BRANCA;783;133;0;30;1;169;73;0;0;8;347;17;1;0;2;2;0;0;0;0;0;0;2006
AL;ANADIA;634;208;0;20;0;23;62;0;0;37;237;35;8;0;4;0;0;0;0;0;0;0;2006
AL;ARAPIRACA;36127;11774;0;2034;191;2025;1753;0;1;259;12443;4806;213;0;327;256;8;2;0;0;2;33;2006
AL;ATALAIA;2095;1251;0;193;7;66;150;1;0;36;213;12;63;0;76;26;0;1;0;0;0;0;2006
AL;BARRA DE SANTO ANTONIO;433;276;0;24;0;20;33;0;0;7;47;6;8;0;12;0;0;0;0;0;0;0;2006
AL;BARRA DE SAO MIGUEL;399;246;0;16;0;26;20;0;0;3;57;5;4;0;21;1;0;0;0;0;0;0;2006
AL;BATALHA;763;249;0;55;3;62;32;0;0;10;274;68;2;0;4;4;0;0;0;0;0;0;2006
AL;BELEM;258;73;0;6;0;10;15;0;0;12;130;8;2;0;2;0;0;0;0;0;0;0;2006
